date,day_of_week,product_category,price,discount_pct,is_holiday_season,units_sold
2025-11-23,Sunday,Home,592.05,1.8,0,10
2025-11-23,Sunday,Fashion,349.24,3.6,0,22
2025-11-24,Monday,Beauty,205.15,6.4,0,17
2025-11-24,Monday,Fashion,359.17,5.4,0,10
2025-11-24,Monday,Toys,248.67,5.6,0,13
2025-11-24,Monday,Electronics,1250.07,0.9,0,23
2025-11-24,Monday,Fashion,352.54,1.2,0,8
2025-11-24,Monday,Home,621.27,3.5,0,14
2025-11-24,Monday,Beauty,191.82,4.1,0,10
2025-11-24,Monday,Electronics,1194.41,4.1,0,16
2025-11-24,Monday,Beauty,203.46,2.5,0,18
2025-11-24,Monday,Electronics,1187.51,6.5,0,17
2025-11-24,Monday,Electronics,1190.84,5.6,0,11
2025-11-24,Monday,Toys,262.35,7.5,0,28
2025-11-24,Monday,Electronics,1174.45,1.4,0,22
2025-11-24,Monday,Fashion,359.3,7.8,0,14
2025-11-24,Monday,Beauty,198.97,7.3,0,13
2025-11-24,Monday,Beauty,197.51,5.5,0,14
2025-11-24,Monday,Home,577.12,7.9,0,12
2025-11-24,Monday,Beauty,200.58,5.8,0,18
2025-11-24,Monday,Electronics,1257.42,3.7,0,18
2025-11-24,Monday,Toys,248.1,3.0,0,18
2025-11-24,Monday,Fashion,342.15,7.5,0,23
2025-11-24,Monday,Electronics,1143.87,5.3,0,9
2025-11-24,Monday,Electronics,1168.88,0.5,0,10
2025-11-25,Tuesday,Electronics,1193.57,5.4,0,20
2025-11-25,Tuesday,Electronics,1188.27,1.9,0,15
2025-11-25,Tuesday,Fashion,358.9,6.2,0,28
2025-11-25,Tuesday,Fashion,361.05,5.9,0,30
2025-11-25,Tuesday,Home,604.65,6.2,0,19
2025-11-25,Tuesday,Fashion,367.0,4.2,0,14
2025-11-25,Tuesday,Beauty,196.01,0.5,0,27
2025-11-25,Tuesday,Fashion,354.41,3.4,0,14
2025-11-25,Tuesday,Beauty,190.94,2.8,0,14
2025-11-25,Tuesday,Toys,245.47,3.3,0,14
2025-11-25,Tuesday,Fashion,343.0,1.5,0,14
2025-11-25,Tuesday,Fashion,343.03,5.7,0,17
2025-11-25,Tuesday,Beauty,208.29,4.5,0,24
2025-11-25,Tuesday,Fashion,346.09,2.0,0,16
2025-11-25,Tuesday,Home,608.8,7.4,0,19
2025-11-25,Tuesday,Fashion,334.3,3.0,0,16
2025-11-25,Tuesday,Toys,252.57,7.0,0,21
2025-11-25,Tuesday,Toys,242.93,1.7,0,25
2025-11-25,Tuesday,Home,588.19,7.3,0,18
2025-11-25,Tuesday,Electronics,1229.63,6.0,0,21
2025-11-25,Tuesday,Fashion,356.85,5.6,0,15
2025-11-25,Tuesday,Home,616.53,3.0,0,20
2025-11-25,Tuesday,Toys,253.72,2.5,0,11
2025-11-25,Tuesday,Beauty,191.97,7.9,0,25
2025-11-26,Wednesday,Home,624.86,3.0,0,12
2025-11-26,Wednesday,Fashion,358.44,0.1,0,21
2025-11-26,Wednesday,Toys,260.87,4.6,0,15
2025-11-26,Wednesday,Home,583.8,4.6,0,19
2025-11-26,Wednesday,Fashion,349.98,5.2,0,16
2025-11-26,Wednesday,Beauty,209.33,5.1,0,14
2025-11-26,Wednesday,Beauty,199.22,5.9,0,16
2025-11-26,Wednesday,Toys,249.71,7.3,0,20
2025-11-26,Wednesday,Toys,262.26,7.7,0,8
2025-11-26,Wednesday,Electronics,1253.42,5.3,0,16
2025-11-26,Wednesday,Electronics,1189.49,6.7,0,18
2025-11-26,Wednesday,Electronics,1166.25,3.6,0,25
2025-11-26,Wednesday,Electronics,1214.14,5.3,0,13
2025-11-26,Wednesday,Beauty,190.31,4.3,0,14
2025-11-26,Wednesday,Beauty,190.24,4.2,0,15
2025-11-26,Wednesday,Electronics,1200.27,5.6,0,31
2025-11-26,Wednesday,Beauty,206.12,7.3,0,19
2025-11-26,Wednesday,Fashion,340.93,5.0,0,19
2025-11-26,Wednesday,Home,618.91,2.1,0,14
2025-11-26,Wednesday,Beauty,199.18,1.9,0,20
2025-11-26,Wednesday,Fashion,343.0,6.6,0,31
2025-11-26,Wednesday,Electronics,1151.22,3.0,0,25
2025-11-27,Thursday,Beauty,191.12,0.1,0,20
2025-11-27,Thursday,Beauty,202.9,2.7,0,23
2025-11-27,Thursday,Electronics,1247.37,7.4,0,19
2025-11-27,Thursday,Toys,249.39,0.4,0,28
2025-11-27,Thursday,Electronics,1222.13,2.2,0,10
2025-11-27,Thursday,Fashion,365.01,2.5,0,16
2025-11-27,Thursday,Fashion,353.05,6.0,0,16
2025-11-27,Thursday,Electronics,1175.91,4.5,0,13
2025-11-27,Thursday,Toys,258.37,3.1,0,21
2025-11-27,Thursday,Fashion,360.17,5.5,0,15
2025-11-27,Thursday,Electronics,1200.1,7.8,0,23
2025-11-27,Thursday,Electronics,1180.87,6.2,0,19
2025-11-27,Thursday,Toys,247.42,6.2,0,21
2025-11-27,Thursday,Beauty,199.81,2.8,0,18
2025-11-27,Thursday,Beauty,198.64,5.4,0,16
2025-11-27,Thursday,Toys,244.88,2.0,0,16
2025-11-27,Thursday,Electronics,1149.84,1.2,0,16
2025-11-27,Thursday,Beauty,196.33,0.9,0,11
2025-11-27,Thursday,Electronics,1253.16,3.6,0,18
2025-11-27,Thursday,Electronics,1162.49,3.6,0,15
2025-11-27,Thursday,Toys,250.31,0.8,0,23
2025-11-27,Thursday,Toys,252.45,2.6,0,21
2025-11-27,Thursday,Beauty,190.25,3.3,0,19
2025-11-28,Friday,Fashion,352.52,1.4,0,10
2025-11-28,Friday,Beauty,193.39,2.2,0,17
2025-11-28,Friday,Fashion,347.71,3.4,0,20
2025-11-28,Friday,Beauty,205.65,2.9,0,25
2025-11-28,Friday,Beauty,201.88,1.6,0,15
2025-11-28,Friday,Electronics,1156.26,0.1,0,10
2025-11-28,Friday,Beauty,206.08,2.6,0,23
2025-11-28,Friday,Home,595.84,6.6,0,14
2025-11-28,Friday,Home,589.24,7.6,0,12
2025-11-28,Friday,Fashion,349.27,1.4,0,14
2025-11-28,Friday,Beauty,209.36,6.3,0,20
2025-11-28,Friday,Home,592.56,6.5,0,16
2025-11-28,Friday,Toys,242.5,8.0,0,19
2025-11-28,Friday,Fashion,356.36,4.4,0,23
2025-11-28,Friday,Fashion,347.85,2.3,0,16
2025-11-28,Friday,Electronics,1238.28,6.4,0,13
2025-11-28,Friday,Home,584.52,5.3,0,21
2025-11-28,Friday,Beauty,205.78,0.6,0,23
2025-11-28,Friday,Beauty,200.69,7.4,0,17
2025-11-28,Friday,Beauty,200.87,6.3,0,11
2025-11-28,Friday,Toys,252.35,7.3,0,26
2025-11-28,Friday,Electronics,1232.27,5.3,0,13
2025-11-28,Friday,Electronics,1207.59,5.2,0,23
2025-11-29,Saturday,Beauty,209.34,2.7,0,18
2025-11-29,Saturday,Electronics,1171.05,4.1,0,15
2025-11-29,Saturday,Toys,251.45,5.5,0,18
2025-11-29,Saturday,Beauty,205.45,4.7,0,22
2025-11-29,Saturday,Toys,241.27,8.0,0,13
2025-11-29,Saturday,Electronics,1153.93,7.5,0,18
2025-11-29,Saturday,Fashion,344.69,2.7,0,19
2025-11-29,Saturday,Home,598.57,3.5,0,12
2025-11-29,Saturday,Beauty,196.38,2.4,0,18
2025-11-29,Saturday,Home,608.88,5.4,0,15
2025-11-29,Saturday,Fashion,365.05,5.9,0,11
2025-11-29,Saturday,Home,603.59,7.7,0,17
2025-11-29,Saturday,Fashion,360.42,5.0,0,20
2025-11-29,Saturday,Beauty,190.58,4.9,0,24
2025-11-29,Saturday,Fashion,348.24,3.4,0,21
2025-11-29,Saturday,Home,615.14,6.5,0,18
2025-11-29,Saturday,Electronics,1209.28,6.4,0,13
2025-11-29,Saturday,Fashion,348.51,2.1,0,16
2025-11-29,Saturday,Beauty,200.55,5.1,0,12
2025-11-29,Saturday,Toys,240.36,2.8,0,14
2025-11-29,Saturday,Beauty,202.35,6.5,0,16
2025-11-29,Saturday,Toys,252.25,5.4,0,13
2025-11-29,Saturday,Home,577.07,2.4,0,21
2025-11-29,Saturday,Toys,247.21,4.8,0,25
2025-11-29,Saturday,Toys,247.09,1.5,0,12
2025-11-30,Sunday,Fashion,351.92,3.9,0,12
2025-11-30,Sunday,Fashion,339.05,6.7,0,10
2025-11-30,Sunday,Electronics,1198.15,1.6,0,11
2025-11-30,Sunday,Beauty,209.28,4.0,0,10
2025-11-30,Sunday,Beauty,204.2,3.6,0,18
2025-11-30,Sunday,Fashion,335.39,0.2,0,18
2025-11-30,Sunday,Home,583.49,2.3,0,13
2025-11-30,Sunday,Beauty,201.31,6.2,0,12
2025-11-30,Sunday,Toys,240.36,6.2,0,18
2025-11-30,Sunday,Home,602.52,6.1,0,18
2025-11-30,Sunday,Fashion,367.14,0.8,0,12
2025-11-30,Sunday,Fashion,342.92,8.0,0,13
2025-11-30,Sunday,Electronics,1192.69,8.0,0,19
2025-11-30,Sunday,Fashion,339.85,5.9,0,14
2025-11-30,Sunday,Toys,253.32,1.3,0,8
2025-11-30,Sunday,Fashion,359.97,6.5,0,20
2025-11-30,Sunday,Toys,244.53,4.3,0,11
2025-11-30,Sunday,Home,628.74,2.3,0,6
2025-11-30,Sunday,Toys,262.14,5.4,0,12
2025-11-30,Sunday,Electronics,1156.27,6.0,0,16
2025-11-30,Sunday,Home,622.02,1.0,0,18
2025-11-30,Sunday,Fashion,341.24,5.7,0,22
2025-11-30,Sunday,Beauty,199.79,4.6,0,10
2025-11-30,Sunday,Home,607.67,3.0,0,25
2025-11-30,Sunday,Electronics,1188.34,6.0,0,22
2025-12-01,Monday,Beauty,209.01,2.6,0,26
2025-12-01,Monday,Electronics,1227.71,3.7,0,18
2025-12-01,Monday,Home,621.01,6.4,0,7
2025-12-01,Monday,Fashion,349.82,2.6,0,25
2025-12-01,Monday,Home,590.27,4.6,0,12
2025-12-01,Monday,Home,623.65,6.1,0,15
2025-12-01,Monday,Electronics,1151.95,6.3,0,15
2025-12-01,Monday,Fashion,347.95,0.0,0,18
2025-12-01,Monday,Beauty,194.05,5.5,0,22
2025-12-01,Monday,Fashion,363.1,7.0,0,23
2025-12-01,Monday,Electronics,1218.55,2.0,0,10
2025-12-01,Monday,Fashion,334.31,5.0,0,25
2025-12-01,Monday,Fashion,347.52,0.7,0,20
2025-12-01,Monday,Electronics,1155.92,1.8,0,19
2025-12-01,Monday,Beauty,190.19,5.6,0,24
2025-12-01,Monday,Beauty,203.88,3.8,0,4
2025-12-01,Monday,Fashion,345.91,5.8,0,21
2025-12-01,Monday,Home,578.23,6.2,0,20
2025-12-01,Monday,Fashion,354.96,5.4,0,23
2025-12-01,Monday,Toys,253.75,3.5,0,20
2025-12-02,Tuesday,Fashion,364.7,4.9,0,14
2025-12-02,Tuesday,Electronics,1156.8,1.0,0,19
2025-12-02,Tuesday,Beauty,197.03,3.4,0,18
2025-12-02,Tuesday,Electronics,1169.78,4.8,0,14
2025-12-02,Tuesday,Toys,244.62,7.5,0,27
2025-12-02,Tuesday,Home,582.33,4.9,0,19
2025-12-02,Tuesday,Fashion,358.67,2.4,0,28
2025-12-02,Tuesday,Fashion,349.82,0.9,0,21
2025-12-02,Tuesday,Beauty,202.76,0.6,0,18
2025-12-02,Tuesday,Home,626.04,1.1,0,17
2025-12-02,Tuesday,Toys,248.02,4.4,0,20
2025-12-02,Tuesday,Electronics,1142.0,0.5,0,22
2025-12-02,Tuesday,Home,582.94,7.4,0,22
2025-12-02,Tuesday,Home,607.71,4.0,0,16
2025-12-02,Tuesday,Beauty,198.47,3.2,0,14
2025-12-02,Tuesday,Fashion,342.21,2.5,0,13
2025-12-02,Tuesday,Toys,260.52,7.8,0,20
2025-12-02,Tuesday,Toys,253.36,6.7,0,21
2025-12-03,Wednesday,Electronics,1177.22,3.5,0,21
2025-12-03,Wednesday,Fashion,335.52,3.5,0,16
2025-12-03,Wednesday,Beauty,202.25,0.4,0,14
2025-12-03,Wednesday,Fashion,336.68,5.7,0,11
2025-12-03,Wednesday,Electronics,1159.66,7.6,0,9
2025-12-03,Wednesday,Home,580.02,1.0,0,16
2025-12-03,Wednesday,Home,613.98,0.9,0,21
2025-12-03,Wednesday,Beauty,195.44,0.5,0,15
2025-12-03,Wednesday,Toys,253.19,4.0,0,16
2025-12-03,Wednesday,Toys,241.67,1.3,0,17
2025-12-03,Wednesday,Electronics,1247.31,5.4,0,24
2025-12-03,Wednesday,Electronics,1145.28,6.9,0,23
2025-12-03,Wednesday,Fashion,334.11,2.9,0,20
2025-12-03,Wednesday,Electronics,1206.34,7.3,0,16
2025-12-03,Wednesday,Beauty,194.49,2.0,0,21
2025-12-03,Wednesday,Electronics,1208.58,1.0,0,15
2025-12-03,Wednesday,Electronics,1161.52,6.4,0,30
2025-12-03,Wednesday,Electronics,1245.24,6.9,0,16
2025-12-03,Wednesday,Home,589.64,4.4,0,21
2025-12-03,Wednesday,Toys,257.11,5.9,0,18
2025-12-03,Wednesday,Fashion,348.74,4.7,0,9
2025-12-03,Wednesday,Fashion,358.14,4.4,0,18
2025-12-03,Wednesday,Fashion,337.77,7.5,0,24
2025-12-03,Wednesday,Electronics,1254.12,0.0,0,18
2025-12-03,Wednesday,Beauty,206.98,5.8,0,22
2025-12-04,Thursday,Beauty,199.84,0.5,0,21
2025-12-04,Thursday,Fashion,357.41,0.7,0,27
2025-12-04,Thursday,Toys,247.83,7.2,0,12
2025-12-04,Thursday,Beauty,209.49,0.7,0,20
2025-12-04,Thursday,Beauty,191.5,4.5,0,19
2025-12-04,Thursday,Beauty,203.25,1.0,0,15
2025-12-04,Thursday,Beauty,204.01,5.9,0,27
2025-12-04,Thursday,Home,597.17,1.9,0,20
2025-12-04,Thursday,Toys,240.22,0.8,0,17
2025-12-04,Thursday,Beauty,199.32,3.3,0,5
2025-12-04,Thursday,Fashion,348.32,3.7,0,15
2025-12-04,Thursday,Electronics,1150.85,6.5,0,15
2025-12-04,Thursday,Toys,238.51,6.7,0,25
2025-12-04,Thursday,Home,578.9,5.7,0,22
2025-12-04,Thursday,Electronics,1221.26,2.1,0,17
2025-12-04,Thursday,Fashion,333.59,3.2,0,10
2025-12-04,Thursday,Fashion,335.82,0.8,0,20
2025-12-04,Thursday,Fashion,336.75,0.5,0,18
2025-12-05,Friday,Beauty,197.44,5.0,0,14
2025-12-05,Friday,Electronics,1209.88,2.1,0,18
2025-12-05,Friday,Electronics,1163.73,5.2,0,17
2025-12-05,Friday,Fashion,335.72,6.8,0,18
2025-12-05,Friday,Beauty,191.01,7.4,0,15
2025-12-05,Friday,Beauty,206.43,3.2,0,25
2025-12-05,Friday,Fashion,344.89,7.3,0,19
2025-12-05,Friday,Home,586.79,7.1,0,24
2025-12-05,Friday,Fashion,355.15,4.0,0,19
2025-12-05,Friday,Toys,249.48,0.7,0,14
2025-12-05,Friday,Toys,243.73,8.0,0,21
2025-12-05,Friday,Toys,257.37,7.9,0,18
2025-12-05,Friday,Toys,257.04,2.8,0,13
2025-12-05,Friday,Toys,250.06,3.1,0,19
2025-12-05,Friday,Fashion,333.53,6.5,0,21
2025-12-05,Friday,Home,573.52,7.9,0,9
2025-12-05,Friday,Fashion,366.59,0.8,0,16
2025-12-05,Friday,Fashion,341.83,6.5,0,19
2025-12-06,Saturday,Toys,258.66,6.4,0,17
2025-12-06,Saturday,Home,626.11,7.9,0,19
2025-12-06,Saturday,Home,618.37,5.6,0,21
2025-12-06,Saturday,Toys,238.21,5.6,0,24
2025-12-06,Saturday,Toys,261.21,6.7,0,15
2025-12-06,Saturday,Beauty,200.84,1.4,0,19
2025-12-06,Saturday,Toys,242.97,4.2,0,18
2025-12-06,Saturday,Electronics,1179.81,4.9,0,19
2025-12-06,Saturday,Fashion,364.66,6.8,0,13
2025-12-06,Saturday,Home,573.57,1.2,0,17
2025-12-06,Saturday,Electronics,1241.58,6.9,0,15
2025-12-06,Saturday,Electronics,1184.83,7.5,0,16
2025-12-06,Saturday,Home,589.36,7.8,0,19
2025-12-06,Saturday,Beauty,205.84,7.7,0,16
2025-12-06,Saturday,Toys,254.84,7.4,0,15
2025-12-06,Saturday,Home,583.39,4.7,0,19
2025-12-06,Saturday,Home,577.64,5.8,0,21
2025-12-06,Saturday,Toys,247.29,8.0,0,19
2025-12-07,Sunday,Home,625.26,7.7,0,17
2025-12-07,Sunday,Fashion,354.89,0.8,0,13
2025-12-07,Sunday,Electronics,1168.56,7.9,0,18
2025-12-07,Sunday,Fashion,354.77,7.7,0,21
2025-12-07,Sunday,Home,596.8,2.1,0,11
2025-12-07,Sunday,Fashion,356.76,2.8,0,19
2025-12-07,Sunday,Electronics,1186.31,5.9,0,10
2025-12-07,Sunday,Fashion,363.46,3.9,0,13
2025-12-07,Sunday,Electronics,1239.46,6.3,0,22
2025-12-07,Sunday,Toys,253.77,5.5,0,19
2025-12-07,Sunday,Electronics,1175.39,2.5,0,19
2025-12-07,Sunday,Electronics,1148.9,1.4,0,12
2025-12-07,Sunday,Toys,261.05,7.8,0,23
2025-12-07,Sunday,Home,605.64,4.9,0,16
2025-12-07,Sunday,Fashion,353.76,3.5,0,18
2025-12-07,Sunday,Electronics,1152.15,1.6,0,20
2025-12-07,Sunday,Toys,244.13,2.3,0,25
2025-12-07,Sunday,Fashion,335.86,3.1,0,12
2025-12-07,Sunday,Electronics,1183.3,3.4,0,16
2025-12-07,Sunday,Home,619.43,5.0,0,15
2025-12-07,Sunday,Fashion,338.48,2.3,0,18
2025-12-07,Sunday,Electronics,1196.83,0.9,0,19
2025-12-07,Sunday,Home,575.47,4.4,0,12
2025-12-07,Sunday,Fashion,345.49,3.1,0,18
2025-12-08,Monday,Beauty,195.27,6.7,0,19
2025-12-08,Monday,Toys,239.04,6.0,0,16
2025-12-08,Monday,Home,618.49,3.3,0,16
2025-12-08,Monday,Toys,243.19,0.5,0,13
2025-12-08,Monday,Toys,254.68,7.5,0,21
2025-12-08,Monday,Toys,259.54,3.8,0,27
2025-12-08,Monday,Electronics,1200.25,7.2,0,23
2025-12-08,Monday,Toys,254.44,5.0,0,24
2025-12-08,Monday,Fashion,365.72,1.3,0,23
2025-12-08,Monday,Fashion,360.8,1.0,0,4
2025-12-08,Monday,Beauty,194.04,6.6,0,24
2025-12-08,Monday,Fashion,361.69,2.1,0,27
2025-12-08,Monday,Electronics,1150.44,4.5,0,12
2025-12-08,Monday,Toys,245.65,2.2,0,8
2025-12-08,Monday,Toys,252.19,6.3,0,20
2025-12-08,Monday,Electronics,1189.73,1.2,0,10
2025-12-08,Monday,Electronics,1250.99,4.5,0,13
2025-12-08,Monday,Electronics,1234.29,6.9,0,25
2025-12-08,Monday,Home,592.98,3.9,0,10
2025-12-08,Monday,Toys,249.33,1.4,0,12
2025-12-08,Monday,Beauty,190.78,7.1,0,21
2025-12-08,Monday,Home,611.43,0.4,0,14
2025-12-09,Tuesday,Electronics,1180.54,6.3,0,18
2025-12-09,Tuesday,Home,586.82,3.9,0,17
2025-12-09,Tuesday,Fashion,337.2,7.8,0,15
2025-12-09,Tuesday,Beauty,205.48,2.6,0,17
2025-12-09,Tuesday,Electronics,1162.55,1.7,0,11
2025-12-09,Tuesday,Beauty,204.82,6.1,0,24
2025-12-09,Tuesday,Toys,257.29,0.5,0,11
2025-12-09,Tuesday,Toys,247.58,6.2,0,11
2025-12-09,Tuesday,Fashion,339.25,6.7,0,17
2025-12-09,Tuesday,Electronics,1169.94,3.7,0,24
2025-12-09,Tuesday,Home,592.1,3.7,0,14
2025-12-09,Tuesday,Beauty,202.71,1.0,0,22
2025-12-09,Tuesday,Toys,248.65,7.7,0,18
2025-12-09,Tuesday,Beauty,201.74,2.8,0,23
2025-12-09,Tuesday,Electronics,1174.21,3.1,0,27
2025-12-09,Tuesday,Fashion,362.38,6.2,0,18
2025-12-09,Tuesday,Fashion,356.22,2.2,0,21
2025-12-09,Tuesday,Beauty,200.27,6.9,0,25
2025-12-09,Tuesday,Beauty,208.23,5.2,0,16
2025-12-09,Tuesday,Toys,257.52,1.8,0,8
2025-12-10,Wednesday,Home,595.43,3.0,0,10
2025-12-10,Wednesday,Home,597.54,1.7,0,16
2025-12-10,Wednesday,Toys,247.43,0.8,0,23
2025-12-10,Wednesday,Toys,262.49,7.7,0,21
2025-12-10,Wednesday,Toys,252.73,2.4,0,12
2025-12-10,Wednesday,Electronics,1197.81,2.7,0,17
2025-12-10,Wednesday,Home,585.67,5.7,0,22
2025-12-10,Wednesday,Home,581.3,4.1,0,18
2025-12-10,Wednesday,Toys,247.6,2.6,0,19
2025-12-10,Wednesday,Fashion,357.74,5.2,0,21
2025-12-10,Wednesday,Beauty,198.09,5.9,0,17
2025-12-10,Wednesday,Toys,255.2,4.6,0,20
2025-12-10,Wednesday,Fashion,356.52,5.1,0,25
2025-12-10,Wednesday,Beauty,208.13,5.4,0,8
2025-12-10,Wednesday,Toys,242.03,0.8,0,17
2025-12-10,Wednesday,Fashion,358.43,5.8,0,7
2025-12-10,Wednesday,Home,609.27,1.8,0,13
2025-12-10,Wednesday,Fashion,358.55,2.5,0,19
2025-12-10,Wednesday,Home,605.13,3.7,0,13
2025-12-10,Wednesday,Electronics,1196.46,6.9,0,7
2025-12-10,Wednesday,Electronics,1196.67,1.6,0,11
2025-12-10,Wednesday,Electronics,1244.1,3.1,0,17
2025-12-10,Wednesday,Fashion,337.31,1.6,0,19
2025-12-10,Wednesday,Beauty,209.74,7.1,0,20
2025-12-10,Wednesday,Fashion,359.76,3.9,0,17
2025-12-11,Thursday,Fashion,343.47,0.5,0,14
2025-12-11,Thursday,Fashion,352.67,1.3,0,19
2025-12-11,Thursday,Electronics,1155.53,3.5,0,13
2025-12-11,Thursday,Beauty,197.67,0.3,0,20
2025-12-11,Thursday,Fashion,358.07,7.6,0,24
2025-12-11,Thursday,Toys,242.26,5.4,0,12
2025-12-11,Thursday,Fashion,340.42,7.0,0,17
2025-12-11,Thursday,Toys,252.22,1.3,0,20
2025-12-11,Thursday,Electronics,1175.78,2.3,0,17
2025-12-11,Thursday,Home,596.02,5.5,0,11
2025-12-11,Thursday,Fashion,344.5,7.2,0,15
2025-12-11,Thursday,Beauty,190.38,1.8,0,20
2025-12-11,Thursday,Fashion,339.89,0.2,0,15
2025-12-11,Thursday,Electronics,1185.02,5.1,0,17
2025-12-11,Thursday,Toys,253.08,4.8,0,20
2025-12-11,Thursday,Electronics,1145.79,0.9,0,18
2025-12-11,Thursday,Beauty,197.61,4.4,0,15
2025-12-11,Thursday,Electronics,1176.13,5.3,0,18
2025-12-11,Thursday,Toys,244.25,4.8,0,24
2025-12-11,Thursday,Electronics,1201.39,4.9,0,25
2025-12-11,Thursday,Home,576.84,0.9,0,19
2025-12-11,Thursday,Home,619.89,7.8,0,21
2025-12-11,Thursday,Home,612.21,2.4,0,23
2025-12-11,Thursday,Fashion,356.59,3.8,0,19
2025-12-11,Thursday,Fashion,332.6,5.4,0,25
2025-12-12,Friday,Beauty,192.98,0.7,0,12
2025-12-12,Friday,Toys,239.38,5.8,0,23
2025-12-12,Friday,Beauty,209.77,2.4,0,13
2025-12-12,Friday,Beauty,191.0,6.5,0,24
2025-12-12,Friday,Home,618.1,2.5,0,11
2025-12-12,Friday,Electronics,1151.4,6.1,0,27
2025-12-12,Friday,Fashion,344.0,7.2,0,20
2025-12-12,Friday,Toys,244.21,5.9,0,14
2025-12-12,Friday,Electronics,1188.09,7.7,0,21
2025-12-12,Friday,Home,620.14,5.5,0,12
2025-12-12,Friday,Fashion,336.46,5.6,0,18
2025-12-12,Friday,Electronics,1257.79,6.8,0,26
2025-12-12,Friday,Beauty,206.05,5.4,0,24
2025-12-12,Friday,Fashion,353.9,6.2,0,10
2025-12-12,Friday,Fashion,349.41,3.9,0,11
2025-12-12,Friday,Beauty,198.81,0.5,0,17
2025-12-12,Friday,Toys,256.69,4.6,0,17
2025-12-12,Friday,Toys,243.1,7.6,0,22
2025-12-12,Friday,Toys,239.88,5.3,0,13
2025-12-12,Friday,Fashion,349.37,5.3,0,16
2025-12-12,Friday,Toys,259.8,4.9,0,15
2025-12-12,Friday,Electronics,1217.21,1.3,0,23
2025-12-12,Friday,Fashion,335.12,3.9,0,10
2025-12-12,Friday,Fashion,344.08,2.2,0,11
2025-12-12,Friday,Beauty,198.07,1.9,0,17
2025-12-13,Saturday,Beauty,206.03,3.6,0,21
2025-12-13,Saturday,Electronics,1257.68,6.0,0,13
2025-12-13,Saturday,Electronics,1152.32,3.3,0,17
2025-12-13,Saturday,Electronics,1235.01,7.7,0,17
2025-12-13,Saturday,Home,623.41,4.5,0,14
2025-12-13,Saturday,Home,591.8,0.4,0,13
2025-12-13,Saturday,Fashion,362.05,2.7,0,18
2025-12-13,Saturday,Home,612.95,0.9,0,11
2025-12-13,Saturday,Fashion,332.58,2.8,0,12
2025-12-13,Saturday,Toys,250.55,5.6,0,11
2025-12-13,Saturday,Electronics,1247.63,3.9,0,21
2025-12-13,Saturday,Beauty,192.14,4.9,0,10
2025-12-13,Saturday,Fashion,336.73,6.8,0,20
2025-12-13,Saturday,Fashion,357.59,0.9,0,27
2025-12-13,Saturday,Beauty,190.93,5.1,0,16
2025-12-13,Saturday,Beauty,199.15,4.7,0,15
2025-12-13,Saturday,Toys,240.87,4.0,0,16
2025-12-13,Saturday,Beauty,206.78,3.9,0,17
2025-12-13,Saturday,Toys,257.03,7.3,0,16
2025-12-13,Saturday,Fashion,336.12,5.3,0,15
2025-12-13,Saturday,Toys,259.57,4.0,0,7
2025-12-13,Saturday,Fashion,342.08,7.7,0,27
2025-12-14,Sunday,Beauty,206.1,1.1,0,9
2025-12-14,Sunday,Toys,244.97,5.6,0,11
2025-12-14,Sunday,Home,612.71,7.5,0,15
2025-12-14,Sunday,Toys,255.36,5.5,0,15
2025-12-14,Sunday,Fashion,366.85,5.2,0,23
2025-12-14,Sunday,Home,612.62,6.1,0,16
2025-12-14,Sunday,Toys,249.51,4.6,0,15
2025-12-14,Sunday,Toys,244.65,6.8,0,13
2025-12-14,Sunday,Electronics,1202.73,0.2,0,22
2025-12-14,Sunday,Fashion,341.84,6.3,0,23
2025-12-14,Sunday,Home,611.0,1.2,0,26
2025-12-14,Sunday,Fashion,358.88,0.3,0,21
2025-12-14,Sunday,Beauty,192.05,6.9,0,17
2025-12-14,Sunday,Toys,247.22,4.1,0,8
2025-12-14,Sunday,Home,611.58,0.4,0,14
2025-12-14,Sunday,Home,627.95,0.4,0,21
2025-12-14,Sunday,Home,582.19,7.0,0,21
2025-12-14,Sunday,Fashion,364.4,5.6,0,13
2025-12-14,Sunday,Home,615.31,4.4,0,11
2025-12-15,Monday,Home,596.93,7.9,1,12
2025-12-15,Monday,Electronics,1162.44,1.4,1,13
2025-12-15,Monday,Beauty,195.58,2.1,1,17
2025-12-15,Monday,Fashion,352.94,2.0,1,14
2025-12-15,Monday,Fashion,333.9,7.4,1,24
2025-12-15,Monday,Toys,238.77,7.5,1,12
2025-12-15,Monday,Beauty,205.8,4.4,1,13
2025-12-15,Monday,Electronics,1234.08,2.5,1,18
2025-12-15,Monday,Electronics,1234.35,1.3,1,21
2025-12-15,Monday,Toys,250.93,0.7,1,18
2025-12-15,Monday,Home,589.86,2.3,1,21
2025-12-15,Monday,Toys,250.76,8.0,1,24
2025-12-15,Monday,Electronics,1153.77,2.8,1,5
2025-12-15,Monday,Fashion,364.16,4.9,1,8
2025-12-15,Monday,Home,592.88,6.4,1,9
2025-12-15,Monday,Electronics,1186.31,4.3,1,15
2025-12-15,Monday,Home,600.86,4.1,1,28
2025-12-15,Monday,Beauty,190.88,7.2,1,20
2025-12-16,Tuesday,Fashion,366.51,6.2,1,23
2025-12-16,Tuesday,Toys,237.68,0.5,1,13
2025-12-16,Tuesday,Beauty,206.71,1.6,1,10
